Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,LA Metro,Inland Empire,SF Bay Area
4-Nov,0.02,0.09,NA,0.23,0.32,-0.05,NA,NA,0.11,NA,0.05,0.07,NA,0.16,,0.07,NA,0.07,-0.21,0.05,0.39,,0.04,0.26,0.66,0.02,0.28,NA,0.11,0.14,0.5,0.08,0.03,0.18,0.26,0.05,0.16,0.09,0.09,0.08,0.05,-0.16,0.21,0.15,0.34,NA,NA,NA,0.16,0.02,NA,NA,0.07,0.1,NA
4-Dec,0,-0.23,NA,0.08,-0.23,-0.3,NA,NA,0.31,NA,-0.01,0.1,NA,-0.1,,0.07,NA,-0.21,-0.08,0,0.19,,0.14,0.11,0.25,0.02,0.14,NA,0.02,0.09,0.14,0.01,0.01,-0.17,0.37,-0.18,-0.12,-0.04,-0.09,-0.04,0.01,0.25,0.23,0.09,0.7,NA,NA,0.19,0.17,-0.11,NA,NA,0.03,0.02,NA
5-Jan,0.13,-0.2,NA,0,-0.49,-0.47,NA,NA,0.23,NA,-0.01,0.02,NA,-0.14,,0.09,NA,0.02,1,0.31,0.12,,0.27,0.2,0.2,0.12,0.33,NA,0.09,0.08,-0.13,-0.12,0.02,-0.25,0.34,-0.03,-0.17,-0.12,-0.03,-0.07,0.08,0.12,0.13,-0.07,0.41,NA,NA,0.23,-0.18,-0.14,NA,NA,0.05,-0.01,NA
5-Feb,0.01,-0.12,NA,-0.15,-0.08,-0.24,NA,NA,-0.02,NA,-0.08,0.02,NA,-0.17,,0.1,NA,-0.16,-0.36,0,0.34,,-0.03,0.29,-0.02,0.02,0.21,NA,-0.07,0.06,-0.25,0,-0.13,-0.21,0.28,0.03,-0.05,-0.13,-0.09,0.06,0.01,0.19,0.09,0,0.45,NA,NA,NA,0.1,0.07,NA,NA,0.03,-0.04,NA
5-Mar,0.03,0,0,-0.21,-0.26,-0.18,NA,NA,0.14,NA,-0.17,-0.02,NA,0,,0.1,NA,-0.08,0.56,0.37,0.37,,0.24,-0.3,0.29,0.15,0.09,NA,0.08,0.02,0.01,0.09,-0.06,-0.29,0.36,0,-0.05,-0.27,-0.11,-0.16,0.22,0,0.11,0.08,0.55,NA,NA,0.01,0.08,0.09,NA,NA,0.1,0.09,NA
5-Apr,0.05,-0.03,-0.02,-0.21,-0.26,-0.3,NA,NA,0.11,NA,-0.01,0,NA,0.44,,0.06,NA,-0.1,-0.2,0.24,0.37,,-0.07,-0.01,-0.22,0.09,-0.04,NA,-0.01,-0.04,-0.33,0.19,-0.03,-0.3,0.47,0.1,-0.16,-0.19,-0.16,-0.23,0.15,0.28,-0.04,-0.1,0.12,NA,NA,0.09,-0.07,0.09,NA,NA,0.07,0.06,NA
5-May,0.02,-0.07,-0.16,-0.41,0.36,-0.1,NA,NA,0.18,NA,0.17,0.03,NA,0.04,,0.13,NA,-0.02,0.4,-0.23,0.34,,0,0.11,-0.07,0.1,0.06,NA,0.17,-0.01,-0.08,0.16,-0.02,-0.24,0.5,0.33,-0.1,0.15,-0.13,-0.2,0.12,-0.32,0.03,0.05,0.4,NA,NA,0.43,-0.11,0.1,NA,NA,0.14,0.17,NA
5-Jun,0.03,-0.06,-0.06,-0.28,-0.11,-0.2,NA,NA,0.18,NA,-0.08,0.03,NA,0.04,,0.11,NA,-0.16,-0.22,-0.22,0.09,,0.04,-0.22,-0.18,0.12,-0.03,NA,0.17,-0.08,-0.19,0.18,-0.01,-0.32,0.09,0.14,-0.07,0.11,-0.13,-0.21,-0.1,0.16,-0.04,0.02,-0.07,NA,NA,0.23,-0.29,0.09,NA,NA,0.13,0.17,NA
5-Jul,0.03,-0.25,-0.41,-0.27,0.16,-0.21,NA,NA,0.21,NA,0.03,0,NA,-0.11,,0.06,NA,-0.2,0.63,0.02,0.36,,0.05,0.22,-0.39,0.25,-0.06,NA,0.15,-0.12,-0.29,0.05,-0.06,-0.33,-0.04,0.01,-0.18,-0.15,-0.12,-0.3,-0.03,0,0.04,-0.14,0.11,NA,NA,0.15,0.05,0,NA,NA,0.1,0.11,NA
5-Aug,0.06,-0.05,0,-0.14,-0.1,-0.07,NA,NA,0.18,NA,0.14,0.01,NA,0.11,,0.13,NA,-0.03,-0.18,-0.38,0.08,,0.01,0.45,-0.12,0.32,-0.1,NA,0.34,-0.05,0.08,0.09,0.03,-0.26,0.13,0.33,0.06,0.05,-0.09,-0.09,0.11,-0.15,0.07,-0.04,0.09,NA,NA,NA,0.25,0.12,NA,NA,0.19,0.22,NA
5-Sep,0.02,-0.13,0.12,-0.14,0.19,-0.03,NA,NA,0.23,NA,-0.08,-0.01,NA,0.08,,0.07,NA,0.08,0,-0.36,0.18,,0.06,-0.14,0.05,0.1,-0.12,NA,0.35,-0.14,-0.01,0.1,-0.02,-0.41,0.04,0.3,-0.11,-0.1,-0.09,-0.15,0.04,-0.06,0.09,0.1,0.32,NA,NA,0.18,-0.16,0.07,NA,NA,0.13,0.23,NA
5-Oct,-0.04,-0.17,-0.33,-0.47,-0.05,-0.03,NA,NA,0,NA,-0.12,-0.13,NA,-0.14,,-0.01,NA,0.08,-0.37,-0.07,-0.14,,-0.21,-0.24,-0.2,-0.09,-0.2,NA,0.04,-0.19,-0.14,0.08,-0.1,-0.25,-0.16,0.08,-0.11,-0.2,-0.13,-0.32,-0.13,-0.02,-0.12,-0.17,0.02,NA,NA,-0.1,-0.29,-0.07,NA,NA,-0.01,0.06,NA
5-Nov,-0.09,-0.14,-0.29,-0.44,-0.27,0.05,NA,NA,-0.05,NA,-0.21,-0.01,NA,-0.28,,-0.04,NA,-0.22,0.18,-0.05,-0.07,,-0.14,-0.2,-0.21,-0.17,-0.21,NA,0.17,-0.25,-0.33,0.05,-0.11,-0.31,-0.04,-0.06,-0.12,-0.21,-0.13,-0.32,0.08,-0.11,-0.25,-0.12,-0.04,NA,NA,NA,-0.08,-0.1,NA,NA,-0.02,0.11,NA
5-Dec,-0.14,-0.08,-0.1,-0.31,0,-0.15,NA,NA,-0.15,NA,-0.56,-0.12,NA,-0.14,,-0.14,NA,-0.19,-0.58,-0.27,-0.29,,-0.36,-0.18,-0.41,-0.29,-0.28,NA,0.04,-0.32,-0.23,-0.03,-0.21,-0.18,-0.22,-0.07,-0.1,-0.19,-0.15,-0.31,-0.23,0.03,-0.33,-0.26,-0.2,NA,NA,-0.18,-0.22,-0.16,NA,NA,-0.12,0.01,NA
6-Jan,-0.23,-0.04,-0.11,-0.29,-0.16,0.01,NA,NA,-0.2,NA,-0.13,-0.06,NA,0.04,,-0.17,NA,-0.22,-0.21,-0.21,-0.06,0.5,-0.38,-0.2,-0.34,-0.32,-0.22,NA,-0.12,-0.28,-0.13,-0.04,-0.2,-0.25,-0.3,-0.13,-0.13,-0.15,-0.21,-0.28,-0.2,-0.41,-0.24,-0.21,-0.17,NA,NA,-0.11,-0.1,-0.16,NA,NA,-0.17,-0.09,NA
6-Feb,-0.17,-0.09,-0.08,-0.15,-0.11,0.12,NA,NA,-0.18,NA,-0.12,-0.15,NA,0,,-0.19,NA,-0.1,0.43,0.46,-0.4,0,-0.15,-0.31,-0.38,-0.26,-0.19,NA,-0.02,-0.27,-0.37,-0.11,-0.13,-0.1,-0.32,-0.03,-0.18,-0.22,-0.14,-0.23,-0.3,-0.44,-0.25,-0.12,-0.23,NA,NA,NA,-0.02,-0.17,NA,NA,-0.16,-0.06,NA
6-Mar,-0.17,-0.12,-0.37,-0.31,-0.05,0.2,NA,NA,-0.09,NA,0.03,-0.11,NA,-0.26,,-0.15,NA,-0.16,-0.21,-0.27,-0.41,-0.3,-0.24,0.02,-0.26,-0.31,-0.23,NA,-0.07,-0.27,-0.34,-0.14,-0.1,0.03,-0.29,-0.17,-0.1,0.02,-0.13,-0.15,-0.28,-0.06,-0.21,-0.13,-0.27,NA,NA,-0.04,-0.28,-0.18,NA,NA,-0.16,-0.1,NA
6-Apr,-0.2,-0.2,-0.3,-0.3,-0.25,0.15,NA,NA,-0.24,NA,-0.14,-0.16,NA,-0.56,,-0.17,NA,-0.24,-0.56,-0.44,-0.25,1.2,-0.45,-0.32,-0.34,-0.33,-0.37,NA,-0.12,-0.38,-0.26,-0.24,-0.27,-0.12,-0.38,-0.29,-0.16,-0.31,-0.24,-0.06,-0.39,-0.35,-0.24,-0.23,-0.33,NA,NA,-0.12,-0.29,-0.38,NA,NA,-0.22,-0.17,NA
6-May,-0.24,-0.16,-0.16,-0.16,-0.6,0.04,NA,NA,-0.18,NA,-0.26,-0.18,NA,-0.47,,-0.16,NA,-0.19,-0.29,-0.07,-0.4,0,-0.35,-0.19,-0.4,-0.32,-0.31,NA,-0.15,-0.3,-0.3,-0.17,-0.2,-0.16,-0.4,-0.28,-0.08,-0.31,-0.25,-0.06,-0.32,-0.41,-0.26,-0.27,-0.32,NA,NA,-0.22,-0.23,-0.28,NA,NA,-0.2,-0.16,NA
6-Jun,-0.27,-0.24,-0.42,-0.14,-0.19,-0.07,NA,NA,-0.28,NA,-0.12,-0.16,NA,-0.31,,-0.18,NA,-0.11,-0.57,-0.31,-0.46,-0.69,-0.46,-0.24,-0.34,-0.3,-0.26,NA,-0.21,-0.39,-0.21,-0.21,-0.23,0.07,-0.38,-0.21,-0.18,-0.34,-0.25,-0.12,-0.21,-0.21,-0.29,-0.36,-0.38,NA,NA,-0.25,-0.09,-0.31,NA,NA,-0.22,-0.21,NA
6-Jul,-0.29,-0.29,-0.06,-0.17,-0.25,-0.33,NA,NA,-0.33,NA,-0.35,-0.22,NA,-0.49,,-0.24,NA,-0.21,-0.38,-0.13,-0.55,0,-0.5,-0.35,-0.3,-0.35,-0.32,NA,-0.34,-0.42,-0.57,-0.32,-0.28,-0.17,-0.49,-0.34,-0.11,-0.29,-0.32,-0.24,-0.33,-0.45,-0.45,-0.38,-0.52,NA,NA,-0.21,-0.4,-0.31,NA,NA,-0.3,-0.33,NA
6-Aug,-0.3,-0.32,-0.45,-0.15,-0.35,-0.31,NA,NA,-0.26,NA,-0.28,-0.3,NA,-0.39,,-0.24,NA,-0.04,-0.36,0.18,-0.56,0.14,-0.36,-0.46,-0.4,-0.35,-0.33,NA,-0.32,-0.42,-0.49,-0.29,-0.26,-0.21,-0.42,-0.34,-0.21,-0.18,-0.21,-0.19,-0.4,-0.31,-0.28,-0.21,-0.43,NA,NA,NA,-0.36,-0.42,NA,NA,-0.3,-0.31,NA
6-Sep,-0.29,-0.23,-0.59,-0.25,-0.45,-0.36,NA,NA,-0.34,NA,-0.22,-0.29,NA,-0.4,,-0.27,NA,-0.31,-0.2,0.12,-0.59,1,-0.53,-0.18,-0.47,-0.32,-0.29,NA,-0.42,-0.35,-0.53,-0.4,-0.32,0,-0.39,-0.25,-0.23,-0.25,-0.33,-0.39,-0.36,-0.22,-0.41,-0.39,-0.45,NA,NA,-0.31,-0.29,-0.39,NA,NA,-0.33,-0.41,NA
6-Oct,-0.27,-0.16,-0.3,0.23,-0.29,-0.25,NA,NA,-0.27,NA,-0.09,-0.26,NA,-0.17,,-0.25,NA,-0.15,-0.42,0.19,-0.43,-0.45,-0.3,-0.02,-0.39,-0.22,-0.19,NA,-0.3,-0.29,-0.43,-0.37,-0.19,-0.16,-0.34,-0.39,-0.13,-0.15,-0.26,-0.16,-0.27,-0.27,-0.29,-0.15,-0.31,NA,NA,-0.02,-0.02,-0.21,NA,NA,-0.27,-0.33,NA
6-Nov,-0.23,-0.23,-0.4,0.02,-0.17,-0.31,NA,NA,-0.24,NA,-0.06,-0.27,NA,-0.27,,-0.2,NA,-0.03,-0.38,0.18,-0.53,-0.09,-0.27,-0.15,-0.26,-0.17,-0.11,NA,-0.37,-0.21,-0.55,-0.39,-0.2,-0.17,-0.43,-0.18,-0.18,-0.01,-0.21,0.09,-0.39,-0.34,-0.13,-0.29,-0.25,NA,NA,-0.17,-0.34,-0.16,NA,NA,-0.26,-0.38,NA
6-Dec,-0.18,-0.16,-0.3,-0.19,-0.28,-0.19,NA,NA,-0.28,NA,0.84,-0.2,NA,-0.37,,-0.22,NA,-0.01,0.2,0.34,-0.21,-0.75,-0.19,-0.3,-0.2,-0.16,-0.04,NA,-0.3,-0.23,-0.33,-0.43,-0.04,-0.21,-0.32,-0.09,-0.14,0.06,-0.15,0.09,0.09,-0.19,-0.19,-0.05,-0.29,NA,NA,-0.11,-0.2,-0.24,NA,NA,-0.26,-0.36,NA
7-Jan,-0.24,-0.13,-0.22,-0.18,0.9,-0.02,NA,NA,-0.06,0.14,-0.1,-0.23,-0.4,-0.24,,-0.24,NA,-0.04,-0.45,-0.24,-0.49,-0.67,-0.14,-0.17,-0.25,-0.1,-0.14,NA,-0.24,-0.18,-0.28,-0.31,-0.08,0.09,-0.14,-0.03,0.04,-0.25,-0.06,0.04,-0.15,0.12,-0.06,-0.06,-0.21,NA,NA,-0.09,0,-0.19,NA,NA,-0.23,-0.27,NA
7-Feb,-0.21,-0.07,-0.35,0.39,-0.16,-0.13,NA,NA,-0.11,-0.11,0.19,-0.24,-0.15,-0.17,,-0.27,NA,0.47,-0.3,0.03,-0.17,0.67,-0.2,0.21,0.13,-0.03,0.09,NA,-0.23,-0.18,-0.41,-0.36,-0.08,0.07,-0.28,-0.08,-0.03,0.02,-0.05,0.22,0.23,0.44,-0.17,-0.11,-0.3,NA,NA,-0.21,-0.21,-0.02,NA,NA,-0.23,-0.29,NA
7-Mar,-0.27,-0.17,0.26,0.02,-0.11,-0.24,NA,NA,-0.24,-0.6,0.05,-0.37,-0.13,-0.31,,-0.26,NA,-0.07,0,0.18,-0.41,0.14,-0.36,-0.24,-0.26,-0.15,-0.21,NA,-0.39,-0.26,-0.35,-0.44,-0.2,-0.16,-0.4,0.03,-0.07,-0.07,-0.23,-0.1,0.04,0.03,-0.33,-0.21,-0.41,NA,NA,-0.19,0.1,-0.28,NA,NA,-0.3,-0.41,NA
7-Apr,-0.33,-0.28,0,0.13,-0.18,-0.29,NA,NA,-0.29,-0.35,-0.19,-0.52,-0.11,0.02,,-0.31,NA,0.09,0.57,0.29,-0.54,-0.36,-0.37,-0.13,0.05,-0.25,-0.06,NA,-0.45,-0.28,-0.58,-0.45,-0.13,-0.17,-0.46,-0.08,-0.08,0.17,-0.17,-0.25,0.06,-0.45,-0.39,-0.23,-0.33,-0.23,NA,-0.27,-0.06,-0.21,NA,-0.12,-0.35,-0.45,NA
7-May,-0.32,-0.2,-0.1,0.21,0.34,-0.24,NA,NA,-0.23,-0.2,0.09,-0.42,-0.16,-0.15,,-0.31,NA,0.17,-0.3,0,-0.48,-0.4,-0.32,-0.13,0.18,-0.17,0.09,NA,-0.43,-0.31,-0.32,-0.5,-0.16,-0.04,-0.41,-0.18,-0.06,-0.14,-0.1,-0.22,0.01,0.3,-0.38,-0.16,-0.39,-0.02,NA,-0.12,-0.09,-0.25,NA,-0.09,-0.34,-0.46,NA
7-Jun,-0.31,-0.26,-0.17,-0.02,-0.23,-0.32,NA,NA,-0.26,0.09,-0.24,-0.42,-0.21,-0.24,,-0.32,NA,-0.08,0.33,0.33,-0.42,0.25,-0.37,-0.08,-0.27,-0.29,-0.15,NA,-0.44,-0.27,-0.61,-0.55,-0.18,-0.25,-0.51,-0.1,-0.1,-0.01,-0.21,-0.21,-0.08,-0.2,-0.43,-0.2,-0.3,-0.13,NA,-0.2,-0.16,-0.23,NA,0.04,-0.37,-0.48,NA
7-Jul,-0.31,-0.1,-0.23,-0.06,-0.24,-0.2,NA,NA,-0.27,0.27,0.19,-0.34,-0.4,-0.07,,-0.27,NA,0.13,0.75,-0.54,-0.38,-0.5,-0.2,-0.33,-0.11,-0.13,-0.04,NA,-0.38,-0.24,0.07,-0.47,-0.14,-0.05,-0.35,0,-0.22,-0.07,-0.11,-0.01,-0.15,0.21,-0.31,-0.01,-0.19,-0.27,NA,-0.3,-0.29,-0.18,NA,-0.25,-0.3,-0.42,NA
7-Aug,-0.35,-0.26,0.08,-0.05,-0.17,-0.31,NA,NA,-0.35,0.15,-0.11,-0.39,-0.17,-0.42,,-0.37,NA,-0.26,-0.22,-0.42,-0.29,0,-0.38,-0.14,-0.04,-0.25,-0.08,NA,-0.38,-0.24,-0.49,-0.52,-0.17,-0.12,-0.5,-0.24,-0.2,-0.24,-0.27,-0.27,0.09,-0.09,-0.49,-0.25,-0.29,-0.28,NA,-0.35,0,-0.18,NA,-0.32,-0.37,-0.44,NA
7-Sep,-0.45,-0.54,-0.1,-0.41,0.1,-0.55,NA,NA,-0.34,-0.09,-0.28,-0.46,-0.49,-0.36,,-0.51,NA,-0.3,-0.13,-0.17,-0.28,0,-0.4,-0.51,-0.24,-0.43,-0.27,NA,-0.46,-0.39,-0.49,-0.57,-0.36,-0.33,NA,-0.38,-0.32,-0.34,-0.4,-0.36,-0.24,-0.33,-0.48,-0.41,NA,-0.19,NA,-0.34,-0.23,-0.47,NA,-0.14,-0.5,-0.51,NA
7-Oct,-0.46,-0.43,-0.15,-0.15,-0.21,-0.47,NA,NA,-0.32,0,-0.1,-0.35,-0.38,-0.57,,-0.51,NA,-0.32,0.57,-0.31,-0.12,0.67,-0.44,-0.39,-0.07,-0.44,-0.11,NA,-0.38,-0.31,-0.6,-0.52,-0.37,-0.15,NA,-0.06,-0.32,-0.33,-0.36,-0.25,-0.15,-0.24,-0.53,-0.38,NA,-0.44,NA,-0.41,-0.35,-0.53,NA,-0.14,-0.48,-0.44,NA
7-Nov,-0.41,-0.35,0.17,0.02,0.27,-0.42,NA,NA,-0.31,-0.57,-0.11,-0.37,-0.49,-0.22,,-0.45,NA,-0.21,0.25,-0.42,-0.02,-0.6,-0.4,-0.34,-0.06,-0.43,-0.22,NA,-0.29,-0.2,-0.22,-0.44,-0.26,-0.19,NA,-0.3,-0.27,-0.33,-0.4,-0.48,-0.25,0,-0.45,-0.25,NA,-0.37,NA,-0.39,-0.09,-0.55,NA,0.13,-0.42,-0.35,NA
7-Dec,-0.38,-0.45,-0.2,-0.11,0,-0.37,NA,NA,-0.31,-0.29,-0.4,-0.16,-0.59,-0.09,,-0.42,NA,-0.29,0,-0.42,-0.26,-0.67,-0.39,-0.49,-0.11,-0.37,-0.25,NA,-0.26,-0.19,-0.46,-0.49,-0.37,-0.22,NA,-0.42,-0.32,-0.43,-0.42,-0.53,-0.41,-0.21,-0.41,-0.48,NA,-0.33,NA,-0.22,-0.27,-0.38,NA,-0.1,-0.39,-0.35,NA
8-Jan,-0.29,-0.41,0,-0.02,-0.58,-0.3,NA,NA,-0.11,-0.19,-0.01,-0.2,-0.21,-0.18,,-0.34,NA,-0.26,-0.33,-0.18,0.08,1.5,-0.24,-0.29,-0.2,-0.38,-0.05,NA,0,-0.05,-0.43,-0.37,-0.17,-0.24,NA,-0.34,-0.44,-0.04,-0.45,-0.4,-0.17,-0.16,-0.38,-0.37,NA,-0.23,NA,-0.05,-0.08,-0.38,NA,0.29,-0.29,-0.15,NA
8-Feb,-0.28,-0.33,-0.17,-0.37,-0.11,-0.2,NA,NA,-0.05,-0.71,-0.21,0.13,-0.32,-0.28,,-0.3,NA,-0.33,-0.57,-0.47,0.05,1,-0.22,-0.44,-0.28,-0.27,-0.08,NA,-0.09,0.11,0.19,-0.21,-0.14,0,NA,-0.16,-0.22,0,-0.38,-0.45,-0.36,-0.65,-0.22,-0.29,NA,0.45,NA,0.02,-0.57,-0.37,NA,0.71,-0.25,-0.14,NA
8-Mar,-0.18,-0.32,-0.28,-0.5,-0.06,-0.19,NA,NA,-0.16,0.1,-0.41,0.23,-0.37,-0.54,,-0.36,NA,-0.4,-0.27,-0.6,0.8,-0.5,-0.28,-0.35,-0.19,-0.27,-0.03,NA,0.05,0.05,-0.34,-0.25,-0.28,-0.25,NA,-0.28,-0.31,-0.27,-0.35,-0.49,-0.26,-0.63,-0.13,-0.28,NA,0.05,NA,-0.28,-0.3,-0.39,NA,0.27,-0.25,-0.06,NA
8-Apr,0.04,0.02,-0.31,-0.19,-0.22,0.24,NA,NA,0.14,0.45,-0.09,0.79,-0.09,0.08,,-0.05,NA,-0.31,-0.36,-0.53,1.65,-0.29,0.65,-0.16,-0.35,0.15,0.21,NA,0.64,0.69,0.64,0.04,0.04,-0.03,NA,0.1,-0.11,-0.1,-0.26,-0.19,-0.2,0,0.31,0.15,NA,0.43,NA,0.13,-0.43,0.01,NA,0.92,0.13,0.41,NA
8-May,0.19,0.02,-0.41,-0.36,-0.03,0.3,NA,NA,0.27,0.25,-0.4,0.83,-0.06,-0.11,,0.08,NA,-0.31,-0.29,-0.28,2.55,0.67,0.39,-0.13,-0.32,0.12,-0.06,NA,0.75,0.76,0.09,0.42,0.13,0.01,NA,0.03,-0.22,0.2,-0.13,-0.17,-0.13,-0.08,0.48,0.07,NA,0.31,NA,0.15,-0.3,-0.13,NA,0.6,0.23,0.62,NA
8-Jun,0.26,-0.01,-0.23,-0.21,-0.17,0.47,NA,NA,0.46,-0.33,0.02,0.82,-0.05,-0.22,,0.07,NA,-0.22,-0.25,-0.44,2.03,0.8,1.04,-0.09,-0.19,0.26,0.15,NA,0.84,0.96,0.83,0.49,0.12,-0.05,NA,-0.18,-0.2,0.05,-0.07,-0.09,-0.37,-0.54,0.54,0.19,NA,0.29,NA,0.37,0,-0.16,NA,0.86,0.27,0.71,NA
8-Jul,0.4,0.14,-0.29,-0.07,0.03,0.92,NA,NA,0.66,0,-0.3,0.74,0.55,0.31,,0.45,NA,-0.12,-0.64,0.28,3.33,0.67,0.84,0.63,0.03,0.35,0.31,NA,1.17,1.28,1.1,1,0.46,0.02,NA,0.06,0.13,0.06,0.03,0.05,-0.08,-0.37,1.06,0.21,NA,0.59,NA,0.94,-0.06,0.21,NA,2.79,0.6,1.1,NA
8-Aug,0.58,0.29,-0.15,-0.22,0.21,0.97,NA,NA,0.82,0,-0.13,1.22,0,0.13,,0.42,NA,-0.12,-0.14,0.16,1.17,-0.88,1.46,0.31,-0.18,0.49,0.37,NA,1.26,1.07,2.05,0.89,0.24,-0.01,NA,0.07,-0.01,0.07,0.09,0.11,-0.13,-0.31,1.18,0.23,NA,0.56,NA,0.4,-0.16,0.13,NA,0.58,0.63,1.13,NA
8-Sep,1.04,0.98,0,0.22,0,2.35,NA,NA,1.26,0.1,0.01,1.97,0.35,0.27,,1.1,NA,0.36,-0.14,-0.26,2.21,-0.13,2.46,0.89,0.29,0.92,0.88,NA,2.58,1.86,2.68,1.89,1.1,0.14,NA,0.32,0.07,0.72,0.69,0.61,0.27,-0.07,2.01,1.01,NA,0.98,NA,0.89,-0.31,0.89,NA,2.23,1.41,2.32,NA
8-Oct,1.14,1.03,0.07,0.02,0.32,2.25,NA,NA,1.49,3,-0.24,1.59,0.94,1.06,,1.43,NA,-0.11,-0.27,-0.26,1.96,-0.3,2.76,0.7,-0.08,1.2,0.38,NA,2.44,1.73,2.94,1.9,1.23,-0.07,NA,0.53,0.25,0.83,0.42,0.25,0.14,-0.32,2.71,1.21,NA,2.34,0.07,0.96,0.08,1.2,NA,2.23,1.65,2.24,NA
8-Nov,0.88,0.45,-0.37,-0.21,-0.24,1.48,NA,NA,0.99,0.1,-0.25,1,0.34,0.14,,0.79,NA,-0.35,-0.5,-0.31,1.83,0.75,1.73,0.23,-0.21,0.71,0.22,NA,1.61,1.11,1.57,1.21,0.55,-0.22,NA,0.16,-0.09,0.19,0.16,0.07,0.16,-0.43,1.66,0.48,NA,0.86,1.58,0.62,-0.15,1.12,NA,1.65,1.02,1.46,NA
8-Dec,0.87,1.01,0.08,0.01,0.14,1.67,NA,NA,1.49,0.08,-0.14,1.02,1.5,0.59,,1.18,NA,-0.18,-0.17,0.04,3.44,6,2.69,1.71,-0.29,0.76,0.41,NA,1.8,1.4,2.62,2.11,0.9,-0.18,NA,0.66,0.09,0.81,0.4,0.46,0.2,-0.09,2.25,1.17,NA,1.77,0.47,0.87,-0.03,0.86,NA,1.13,1.34,1.9,NA
